Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seat Capacity,Location,Sales Channel,URL
2019 Honda Civic 1.5 TC VTEC Sedan,Honda,Civic,2019,Sedan,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,Black,76888,RM 997/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624201
"2024 Toyota Land Cruiser 3.3 ZX Diesel NEW Car Condition Grade 6A Full Spec with Black Leather, Modellista, JBL, Cool Box, Rear Entertainment - Cars f",Toyota,Land Cruiser,2022,SUV,Diesel,0 - 5K KM,Automatic,Black,430000,"RM 5,575/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624159
2019 Proton Persona 1.6 Executive Sedan (OFFER T),Proton,Persona,2019,Sedan,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Maroon,29800,RM 386/month,Used,5,"Johor , Pasir Gudang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16623852
2023 Toyota Alphard 2.5 Z MPV,Toyota,Alphard,2023,MPV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,364000,"RM 4,719/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624141
2023 Toyota Vellfire 2.4 Z Premier MPV,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,449000,"RM 5,821/month",Used,7,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16623790
READY STOCK 2023 Toyota Land Cruiser 3.4 ZX Modellista SUV,Toyota,Land Cruiser,2023,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,458000,"RM 5,938/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624083
2021 Mercedes-Benz G350 2.9 Diesel AMG Line 4Matic Japan Spec - Cars for sale,Mercedes-Benz,G350,2021,SUV,Diesel,10 - 15K KM,Automatic,Black,575000,"RM 7,454/month",Used,5,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624114
RAYA SALES 2019 LAMBORGHINI AVENTADOR 6.5 SVJ LP770-4 S-A UNREG CARBON FIBRE READY STOCK UNIT FAST APPROVAL,Lamborghini,Aventador,2019,Coupe,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Grey,2869000,"RM 37,195/month",Used,2,"Kuala Lumpur , Jln Ampang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624036
2021 BMW M135i Leather Seat 2.0 xDrive Hatchback,BMW,M135i,2021,Hatchback,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Blue,239000,"RM 3,098/month",Used,5,"Kuala Lumpur , Bukit Bintang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4664&page_size=25#listing_16624046
2022 Toyota GR Supra 2.0 SZ Coupe,Toyota,GR Supra,2022,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Silver,295000,"RM 3,824/month",Used,2,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16624016
2021 Land Rover Range Rover Sport 5.0 SVR  V8 SVR P575 4WD UK Spec - Cars for sale,Land Rover,Range Rover Sport,2021,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Blue,560000,"RM 7,260/month",Used,5,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16624002
2023 Toyota Corolla Cross 1.8 GR Sport SUV/61K MILEAGE/FULL SERVICE RECORD TOYOTA/WARRANTY BY TOYOTA UNTIL 2028,Toyota,Corolla Cross,2023,SUV,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,White,115999,"RM 1,504/month",Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16624007
2016 Toyota Estima 2.4 Aeras Premium MPV/76K MILEAGE/GOOD RUNNING CONDITION WITH 1 YEAR WARRANTY,Toyota,Estima,2016,MPV,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Black,123999,"RM 1,608/month",Used,7,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623881
READY STOCK 2021 BMW 420i 2.0 M Sport Coupe - Brand New Condition*,BMW,420i,2021,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Grey,255000,"RM 3,306/month",Used,4,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623974
2016 Toyota Alphard 2.5 G SC Package MPV -80k Mileage Done -FREE CAR WARRANTY,Toyota,Alphard,2016,MPV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,158800,"RM 2,059/month",Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623963
2017 Nissan X-Trail 2.0 SUV WELL MAINTAINED EZ HI-LOAN,Nissan,X-Trail,2017,SUV,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Black,41888,RM 543/month,Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16545619
2007 Toyota Alphard 2.4 MPV,Toyota,Alphard,2007,MPV,Petrol - Unleaded (ULP),140 - 145K KM,Automatic,Black,43800,RM 568/month,Used,8,"Johor , Kota Tinggi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623900
"2022 Suzuki Swift 1.4 Sport MANUAL (WHITE) ZC33S, 360 SURROUND CAMERA, BSM",Suzuki,Swift,2022,Hatchback,Petrol - Unleaded (ULP),30 - 35K KM,Manual,White,111000,"RM 1,439/month",Used,5,"Kuala Lumpur , Old Klang Road",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16622686
2022 TOYOTA SUPRA 2.0 SZ-R,Toyota,GR Supra,2022,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Black,295000,"RM 3,824/month",Used,2,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623883
Toyota Corolla Altis 1.8 G Sedan 81K-MILAGE/ ONE OWNER/ F-SERVICE RECORD TOYOTA/ FREE 1YR WARRANTY,Toyota,Corolla Altis,2019,Sedan,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,White,72999,RM 946/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623863
"ACR50W Model,Dual Power Sliding Door,7 Seater,Keyless Push Start,Dual Zone Climate,Well Maintained-2006/2010 Toyota Estima 2.4 AERAS MPV",Toyota,Estima,2006,MPV,Petrol - Unleaded (ULP),135 - 140K KM,Automatic,Grey,41800,RM 542/month,Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623842
2023 Mazda CX-8 2.5 SKYACTIV-G High SUV -FSR 58k Mileage -Warranty Under By Mazda Msia,Mazda,CX-8,2023,SUV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,White,165800,"RM 2,149/month",Used,6,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623694
2024 Perodua AXIA 1.0 SE Hatchback (A) UNDER PERODUA WARRANTY FULL SERVICE RECORD LOW MILEAGE 36K MILEAGE,Perodua,AXIA,2024,Hatchback,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Blue,38888,RM 504/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623825
2021 Proton X50 1.5 Executive SUV _BEST DEAL,Proton,X50,2021,SUV,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,Grey,63980,RM 829/month,Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16618666
2015 Mercedes-Benz C180 1.6 AMG Sedan,Mercedes-Benz,C180,2015,Sedan,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Red,59800,RM 775/month,Used,5,"Johor , Gelang Patah",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623808
2016 Nissan X-Trail 2.0 SUV (A) 1 YEARS WARRANTY DVD PLAYER 360 DEGREE CAMERA KEYLESS ONE OWNER,Nissan,X-Trail,2016,SUV,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,White,35888,RM 465/month,Used,7,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623804
Proton Iriz 1.6 R3 Hatchback 26K-MILAGE/ ONE OWNER/ F-SERVICE RECORD/ FREE 1YR WARRANTY & 1ST SERVICE,Proton,Iriz,2021,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,39999,RM 519/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623801
2022 Volvo XC60 2.0 Recharge T8 AWD 28K KM FREE 3 SERVICE,Volvo,XC60,2022,SUV,Hybrid,25 - 30K KM,Automatic,Black,209800,"RM 2,720/month",Used,5,"Selangor , Seri Kembangan",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623797
2020 BMW Z4 3.0 M40i M Sport Convertible Unregistered Japan Spec 385 Hp 0-100 Km/h 4.4 Sec - Cars for sale,BMW,Z4,2020,Convertible,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,275000,"RM 3,565/month",Used,2,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623798
2014 Lexus RX270 2.7 FLIFT ORI MILEAGE-45K 1-OWNER,Lexus,RX270,2014,SUV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,White,88999,"RM 1,154/month",Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623781
2023 Toyota Vellfire 2.4 Z Premier MPV,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,450800,"RM 5,844/month",Used,7,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623751
-2018- Mercedes-Benz C350 e 2.0 AMG Line Sedan LON WELCOME / CARKING,Mercedes-Benz,C350 e,2018,Sedan,Hybrid,55 - 60K KM,Automatic,White,81999,"RM 1,063/month",Used,5,"Johor , Skudai",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16623689
2013 Mazda 6 2.5 SKYACTIV-G TOURING WAGON (A) CBU / 1 OWNER / ACCIDENT FREE / MILEAGE 130K / ENGINE GEARBOX MAINTAIN WELL / PROMOSI OFFER,Mazda,6,2013,Wagon,Petrol - Unleaded (ULP),130 - 135K KM,Automatic,Grey,47980,RM 622/month,Used,5,"Selangor , Petaling Jaya",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16618534
2016 Mazda 3 2.0 SKYACTIV-G GL Sedan (A) 1 OWNER / ACCIDENT FREE / ENGINE GEARBOX MAINTAIN WELL / PROMOSI OFFER,Mazda,3,2016,Sedan,Petrol - Unleaded (ULP),110 - 115K KM,Automatic,Grey,45980,RM 596/month,Used,5,"Selangor , Petaling Jaya",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4665&page_size=25#listing_16619074
2022 Mercedes-Benz S500L 3.0 4MATIC AMG Prem Plus Exec Sedan,Mercedes-Benz,S500L,2022,Sedan,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Others,848000,"RM 10,994/month",Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623677
Toyota Avanza 1.5 G MPV ONE OWNER/ GRADE A/ GOOD CONDITION/ FREE 1YR WARRANTY & 1ST SERVICE,Toyota,Avanza,2018,MPV,Petrol - Unleaded (ULP),140 - 145K KM,Automatic,Silver,48999,RM 635/month,Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623673
2022 MINI Cooper S Countryman Sports CKD LCI,MINI,Countryman,2022,SUV,Petrol - Unleaded (ULP),49000 KM,Automatic,Green,190000,"RM 2,463/month",Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623661
2022 Toyota Alphard 2.5 G S MPV 4.5A Unreg,Toyota,Alphard,2022,MPV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,213000,"RM 2,761/month",Used,7,"Melaka , Melaka",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623659
OTR PRICE 1999/2013 Toyota Altezza 2.0 (A) RS200 3SGE 1 OWNER (Geran Lama) PADDLE SHIFT RECARO SEAT AVS MODEL 5 RIMS CAR KING,Toyota,Altezza,1999,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Silver,43800,RM 568/month,Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623636
"2021 Mercedes-Benz GLA45 AMG 2.0 S Japan Spec Grade 5A LOW Mileage Full Spec with AMG Bucket Seat, Burmester - Cars for sale",Mercedes-Benz,GLA45 AMG,2021,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,315000,"RM 4,084/month",Used,5,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623648
2014 Lexus RX270 2.7 SUV/FACELIFT/45K ORIGINAL MILEAGE/ONE OWNER AND GOOD RUNNING CONDITION,Lexus,RX270,2014,SUV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,White,88999,"RM 1,154/month",Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623644
Honda HR-V 1.8 i-VTEC V SUV 60K-MILAGE/ F-SERVICE RECORD/ ONE OWNER/ FREE 1YR WARRANTY,Honda,HR-V,2019,SUV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Silver,72999,RM 946/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623620
2020 Toyota GR Supra 3.0 RZ Coupe,Toyota,GR Supra,2020,Coupe,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Silver,305000,"RM 3,954/month",Used,2,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623597
2022 Toyota C-HR 1.2 GT ModeNero Safe Plus 2 SUV Unreg,Toyota,C-HR,2022,SUV,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,Black,139900,"RM 1,814/month",Used,5,"Melaka , Melaka",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623532
2023 TOYOTA LAND CRUISER LC300 3.5 AX PETROL 5A,Toyota,Land Cruiser,2023,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Black,399000,"RM 5,173/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623522
2021 CADILLAC ESCALADE 6.2 V8 SPORT,Cadillac,Escalade,2021,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,740000,"RM 9,594/month",Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623513
"2022 Toyota GR Supra 3.0 RZ DB02 388HP, Japan Spec Grade 5A LOW Mileage, 2 Tone Interior With JBL Sound, Carbon Interior, Aero Kit - Cars for sale",Toyota,GR Supra,2022,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,328000,"RM 4,252/month",Used,2,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623492
2023 Toyota Land Cruiser 3.4 ZX SUV,Toyota,Land Cruiser,2023,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,472800,"RM 6,130/month",Used,7,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623003
Honda Accord 2.0 i-VTEC VTi-L Sedan 143K-MILAGE/ ONE OWNER/ GRADE A/ FREE 1YR WARRANTY & FREE 1ST SERVICE,Honda,Accord,2013,Sedan,Petrol - Unleaded (ULP),135 - 140K KM,Automatic,Gold,38999,RM 506/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623473
2020 Lexus NX300 2.0 I Package Edition ** Brown Leather / 3 Eye LED / Memory Seat / Side/Back Camera / Power Boot ** 8 YEAR WARRANTY / TIPTOP ** OFFER,Lexus,NX300,2020,SUV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,White,178000,"RM 2,308/month",Used,5,"Kuala Lumpur , Ampang Hilir",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16622738
Mercedes-Benz G350 3.0D SUV 2017/2022,Mercedes-Benz,G350,2017,SUV,Diesel,60 - 65K KM,Automatic,Black,318800,"RM 4,133/month",Used,5,"Pahang , Bentong",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16622653
2023 Toyota Vellfire 2.4 Z Premier MPV,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,433000,"RM 5,614/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623445
2023 Toyota Vellfire 2.4 Z Premier MPV 4WD,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,438000,"RM 5,678/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623394
2021 Toyota Land Cruiser 3.4 ZX SUV,Toyota,Land Cruiser,2021,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Black,448800,"RM 5,818/month",Used,7,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623315
"[UK SPEC] L/R RANGE ROVER VOGUE 5.0L V8 SUPERCHARGED AUTOBIOGRAPHY PETROL LWB [5-SEATER](510HP) -LONG WHEEL BASE,4-EYE MATRIX LED HEADLAMP, 360 CAMERA",Land Rover,Range Rover,2021,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Blue,799000,"RM 10,358/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623357
2021 Land Rover Range Rover Sport 5.0 V8 SVR P575 4WD Unregistered UK Spec Meridian Air Sus Full Leather Semi Bucket Seat,Land Rover,Range Rover Sport,2021,SUV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Blue,559000,"RM 7,247/month",Used,5,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623181
2022 MINI Countryman 2.0 Cooper S SUV Sport LCI F60 SUV by Sime Darby Auto Selection,MINI,Countryman,2022,SUV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Red,180000,"RM 2,334/month",Used,5,"Kuala Lumpur , Jln Tun Razak",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623318
2007 Mercedes-Benz E200K 1.8 DIRECT OWNER,Mercedes-Benz,E200K,2007,Sedan,Petrol - Unleaded (ULP),130 - 135K KM,Automatic,Grey,21000,RM 272/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623066
"[UK SPEC]L/R RANGE ROVER VOGUE 3.0 V6 TURBOCHARGE P400 SE PETROL(400HP) -FULL MATT BLACK WRAP FROM UK, RED LEATHER SEAT, 4-EYE MATRIX LED HEADLAMP,HUD",Land Rover,Range Rover,2021,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,625000,"RM 8,103/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4666&page_size=25#listing_16623263
2023 Toyota Vellfire 2.4 Z Premier MPV,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,438000,"RM 5,678/month",Used,7,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4667&page_size=25#listing_16623237
RAYA SALES 2021 HONDA CIVIC 1.5 HATCHBACK FK7 (M) UNREG PRECRASH READY STOCK UNIT FAST APPROVAL,Honda,Civic,2021,Hatchback,Petrol - Unleaded (ULP),10 - 15K KM,Manual,White,139900,"RM 1,814/month",Used,5,"Kuala Lumpur , Jln Ampang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4667&page_size=25#listing_16604235
2021 Toyota Land Cruiser ZX 2.8 Diesel,Toyota,Land Cruiser,2021,SUV,Diesel,10 - 15K KM,Automatic,White,462000,"RM 5,990/month",Used,5,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4667&page_size=25#listing_16623177
2016 Toyota Camry 2.0 G Sedan,Toyota,Camry,2016,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Grey,73800,RM 957/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4667&page_size=25#listing_16348083
